Country,Country Code,Indicator Name,Indicator Code,id,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,2014
Nigeria,NGA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535558069,9.846332815,14.28929328,17.14241252,12.60407058,12.3610482,11.05697387,11.98918928,,
Nicaragua,NIC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67863152,5.215123859,6.417186098,6.373461826,6.836204539,6.307273494,5.684538056,5.051945406,5.576081474,
Netherlands,NLD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.589347856,4.267820016,4.035904999,4.063529752,4.732939713,3.952159411,3.598965487,3.56115198,3.562225698,
High income: nonOECD,NOC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3655358,6.061281367,6.301423322,5.651751098,6.897454453,6.314568186,6.1297557,6.666434503,7.196166919,
Norway,NOR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.39989163,11.83470225,11.08054435,11.23636714,12.56766016,12.20373631,12.22040323,12.62928857,13.15620942,
Nepal,NPL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.151394739,8.896115736,10.99814138,12.46828787,11.19893862,8.968301969,6.514385537,8.207505591,7.941050534,
New Zealand,NZL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.985101697,7.66118586,7.868337181,6.877669677,7.823974336,7.602617388,7.201851745,7.430667619,7.512642885,
High income: OECD,OEC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.703627915,6.158235536,6.099641449,5.844199146,6.440761214,5.851434665,5.439939677,5.544372913,5.651425292,
OECD members,OED,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.543359619,5.997145564,5.936082876,5.683768559,6.287483424,5.689706961,5.274819824,5.367143956,5.469472179,
Oman,OMN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723219689,6.488851219,4.897564892,4.502553341,6.013392737,7.294490106,6.779696283,6.353805405,5.710923954,
Other small states,OSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.440861422,7.181542733,6.119207447,5.19543253,5.463065915,5.216201214,4.6213441,4.1636826,4.147584279,
Pakistan,PAK,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.988412609,5.780877121,5.542089818,4.513113694,3.123539397,3.423544993,3.947017628,3.787762066,3.298347071,
Panama,PAN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.625626075,3.390663308,3.127202557,3.153401732,3.065820671,2.874770018,2.387381686,2.317143509,2.753896452,
Peru,PER,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49716874,5.85684827,5.264166876,4.237564709,5.478860315,4.762752434,4.115340684,3.980234552,4.29823627,
Philippines,PHL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50730059,6.303674496,6.169859019,6.652836361,7.771720327,9.084806502,8.525680594,8.973128442,10.71049269,
Palau,PLW,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0191409,1.199014767,1.770629782,1.504942926,2.802164503,2.195493874,2.581395302,2.388412073,,
Poland,POL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.124771759,5.289710842,4.424079466,4.460645414,4.536122788,4.393185252,3.683352755,3.978557887,3.965809949,
Puerto Rico,PRI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25862871,5.204367938,5.238781405,4.925172213,5.541723862,5.285899796,5.218729865,5.410517756,5.686325101,
Paraguay,PRY,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.228872036,2.749563997,2.874334267,2.315283723,3.233339341,2.535944023,2.439330346,3.039866026,3.286583068,
Pacific island small states,PSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.972559883,6.270222756,6.321148669,6.118867595,7.746624555,6.989206363,6.981239213,6.911359082,5.229934234,
French Polynesia,PYF,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57636621,5.659940629,6.292048195,5.549679778,6.898764668,6.866757935,7.141667596,7.120225795,,
Qatar,QAT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.84089854,19.56722528,19.89540985,
Romania,ROU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.136224681,3.24983116,2.56604784,2.880166426,3.186009653,2.999145813,2.949681897,2.928556551,2.777157127,
Russian Federation,RUS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93239206,8.999315462,7.9164796,7.208895928,9.617061348,9.399660053,9.106935957,10.81543622,12.66752233,
Rwanda,RWA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.53737406,10.41037074,10.12262029,10.25824642,9.595915208,7.268007806,6.624480507,5.350855036,5.79538886,
South Asia,SAS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.698283853,4.189624163,4.112102836,3.469167818,3.091639585,2.665046929,2.670138177,2.675890119,2.819099557,
Saudi Arabia,SAU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35958092,11.43573714,14.43558404,9.058514099,13.1499588,12.67255668,9.193983143,8.357567776,8.111322557,
Sudan,SDN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.954229381,14.68257959,14.19690523,11.03968296,8.166376632,9.813611336,8.953399177,6.914367158,4.367401483,
Senegal,SEN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.897307871,3.44469683,6.518117127,3.934794322,4.893908449,4.172073387,3.893899055,,,
Singapore,SGP,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.027051304,3.807222753,4.079293886,4.059542396,4.848150838,4.576269587,4.510921449,4.773338783,4.924704781,
Solomon Islands,SLB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.607663012,10.06085756,9.950271816,10.31141928,10.95836876,9.346159482,10.81945557,10.70116115,9.528850429,
Sierra Leone,SLE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.416658554,3.446835061,3.532374878,4.120459177,3.468489144,1.942805642,1.046811091,1.097740594,0.752955267,
El Salvador,SLV,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.425173089,4.055091121,4.09925852,3.361001455,3.412532511,3.257698827,2.391766544,2.730022194,2.429552211,
San Marino,SMR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49491642,5.289764253,5.842668144,5.699966477,5.463153042,5.43896875,5.45404002,
Sub-Saharan Africa (developing only),SSA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.521695335,6.750557967,7.122659456,7.222831954,6.620196771,6.733636125,6.070677452,5.558708322,4.18852242,
South Sudan,SSD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.521695335,6.750557967,7.122659456,7.222831954,6.620196771,6.733636125,6.070677452,5.558708322,4.18852242,
Small states,SST,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.560117053,6.427579739,5.757985637,4.738045851,5.450272726,5.289140154,4.043631893,4.303308967,4.540970023,
Sao Tome and Principe,STP,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.850982546,1.420059412,0.837970613,0.272906338,0.399026677,0.456361818,0.917854178,1.09686703,1.6760121,
Suriname,SUR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.100330975,2.815939927,2.054744258,1.929544076,2.088305489,2.474500573,2.185995856,2.244655142,2.768159983,
Slovak Republic,SVK,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.933343293,2.515140746,2.798813182,3.232963708,3.618750848,3.076158371,2.882638748,2.787017044,2.985464116,
Slovenia,SVN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58014581,4.063249916,3.746922665,4.185681602,5.184257515,4.522524148,3.689430128,3.385433229,3.276806733,
Sweden,SWE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.859599412,6.965478102,7.142136162,6.922235414,7.727798637,7.625279115,7.443097941,8.168769144,9.143082643,
Swaziland,SWZ,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.748441525,2.477123895,2.579657475,2.706191227,4.338239902,3.314493993,2.768033217,3.402793783,4.010466509,
Sint Maarten (Dutch part),SXM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.667465421,5.688119727,7.695067308,5.902018379,5.647770918,6.013056457,5.504157082,4.847468562,4.880819235,
Syrian Arab Republic,SYR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.260787316,4.924656958,4.6437691,4.730682355,5.87996102,8.233380322,,,,
Turks and Caicos Islands,TCA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.595497882,3.461875526,4.283330726,4.080595336,5.562517415,4.867761368,,,,
Thailand,THA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.703128961,4.203068667,4.233567811,3.2871874,3.716343208,3.455221726,2.878895838,2.88190465,3.057477856,
Tajikistan,TJK,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22586182,0.255418284,0.177228247,0.259955226,0.189410855,0.740089166,0.325521515,0.252225851,,
Turkmenistan,TKM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.691259206,0.998154198,6.368148908,5.935885227,5.064218333,3.323521835,5.539217272,4.732718234,
Tonga,TON,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35341731,8.80039574,8.677692579,10.1416873,7.983896343,8.974870197,10.01475474,11.56732323,,
Trinidad and Tobago,TTO,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.741366078,2.130267305,1.926327302,1.032691782,1.851372875,1.4118332,1.299349181,,,
Tunisia,TUN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.074631644,3.006547179,2.556253686,2.098578599,2.277336944,2.520644207,2.62782088,2.559144118,2.921780507,
Turkey,TUR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.887475181,2.393493943,2.386147555,2.125352929,3.334629145,2.950156206,2.126960371,1.854312636,1.980436237,
Tuvalu,TUV,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72210406,11.16663279,9.817797497,8.600250995,10.66688161,9.509196434,7.710475628,7.911330973,8.144937977,
Uganda,UGA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85759545,6.563838933,5.590260375,5.943211983,6.713598814,7.510102149,7.267489646,8.29938914,7.74623827,
Ukraine,UKR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.336956522,6.22654351,5.783472096,4.734222699,6.941540056,5.938972532,5.148352293,5.488687514,6.471295184,
Upper middle income,UMC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.402051882,4.191490315,4.08436578,3.923508635,4.753376655,4.477454805,4.342108916,4.915826508,5.424871493,
Uruguay,URY,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.053453044,5.189598535,5.224783731,4.509817223,5.396574041,5.441776223,6.236723818,7.102400576,9.921788243,
United States,USA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.070360431,4.814360897,4.78134264,4.698901049,5.23446624,4.686400118,4.352141986,4.715844251,4.959282998,
Uzbekistan,UZB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.151214408,4.910184971,4.973693087,4.178106023,3.607841844,3.854287223,3.451766382,3.481743866,3.295516138,
"Venezuela, RB",VEN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.280028623,4.570402408,3.893698061,4.014361323,4.262854145,4.337713688,4.674975601,4.131452976,,
Virgin Islands (U.S.),VIR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.286690579,2.200808389,1.85455148,1.558304565,1.509123337,1.683964534,1.565718995,1.583509658,1.515095525,
Vanuatu,VUT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.344337788,5.027444759,5.15554105,7.07461772,9.462450136,8.979396289,9.629667072,10.77257343,10.41640248,
West Bank and Gaza,PSE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.268480723,8.040653539,10.10248507,11.49974422,11.13129556,10.67410761,10.19566263,9.895584315,8.450241139,
World,WLD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.221562352,5.780138681,5.727591082,5.424038275,6.063031531,5.528905706,5.184529141,5.413623713,5.658835143,
Samoa,WSM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.935690166,7.324846296,6.641470423,6.698829983,6.958237806,6.967075131,5.595197845,5.447305812,3.351697228,
"Yemen, Rep.",YEM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.761962401,2.891595994,2.639627759,2.105901146,2.773208945,2.370868573,2.409457173,1.08062044,1.235783544,
South Africa,ZAF,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00461812,6.206782466,6.222645179,6.419176498,7.941403646,8.015987788,6.891718436,5.867591866,5.452209363,
"Congo, Dem. Rep.",COD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.399108716,2.449044083,1.585500669,1.439028259,1.788327101,1.401188208,2.52437885,0.981031889,1.36890268,
Zambia,ZMB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.343977303,3.008354054,2.513568987,1.800157918,2.110974323,2.326508923,1.878842199,1.710035765,1.613371952,
Zimbabwe,ZWE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
